home_zid,work_zid,customers_cnt
3,7,6
3,8,1
3,9,32
3,10,458
3,11,26
3,12,2
3,13,56
3,14,8
3,15,230
3,16,96
3,17,342
3,18,19
3,19,22
3,20,50
3,21,49
3,22,5
3,23,107
3,24,914
3,25,283
3,26,65
3,27,25
3,28,75
3,29,550
3,30,150
3,31,259
3,32,95
3,33,23
3,34,37
3,35,14
3,36,93
3,37,94
3,38,42
3,39,1562
3,40,29
3,41,73
3,42,419
3,43,35
3,44,1487
3,45,4
3,46,14
3,47,94
3,48,76
3,49,129
3,50,561
3,51,2
3,52,20
3,53,202
3,54,16
3,55,103
3,56,145
3,57,21
3,58,12
3,59,33
3,60,42
3,61,224
3,62,29
3,63,117
3,64,29
3,65,27
3,66,846
3,67,265
3,68,54
3,69,397
3,70,119
3,71,167
3,72,11
3,73,18
3,74,145
3,75,52
3,76,286
3,77,9
3,78,31
3,79,8
3,80,402
3,81,11
3,82,9
3,83,82
3,84,37
3,85,508
3,86,278
3,87,22
3,88,303
3,89,83
3,90,2
3,91,23
3,92,121
3,93,27
3,94,59
3,95,81
3,96,20
3,97,27
3,98,11
3,99,172
3,100,11
3,101,20
3,102,9
3,103,80
3,104,9
3,105,70
3,106,125
3,107,28
3,108,23
3,109,34
3,110,3
3,111,1
3,112,15
3,113,8
3,114,33
3,115,11
3,116,22
3,117,14
3,118,9
3,119,11
3,120,9
3,121,6
3,122,1
3,123,10
3,124,2
3,125,3
3,187,1
3,197,4
3,198,6
3,213,6
3,216,2
3,219,0
3,227,6
3,228,10
3,232,1
3,235,7
3,238,45
3,246,1
3,247,2
3,249,89
3,250,6
3,264,1
3,271,7
3,272,14
4,-2,1757
4,-1,19817
4,1,672
4,2,638
4,3,10
4,4,2787
4,5,19
4,6,797
4,8,618
4,9,0
4,10,6
4,12,10
4,13,14
4,14,10
4,15,6
4,16,12
4,17,4
4,19,3
4,20,9
4,21,14
4,22,4
4,23,16
4,24,8
4,25,5
4,26,6
4,27,22
4,28,18
4,29,0
4,30,14
4,31,7
4,32,24
4,33,18
4,34,3
4,36,4
4,37,10
4,38,2
4,39,16
4,40,16
4,41,4
4,42,18
4,43,30
4,44,49
4,45,10
4,46,20
4,47,0
4,48,8
4,49,21
4,50,33
4,52,2
4,53,22
4,54,7
4,55,26
4,56,0
4,57,1
4,58,5
4,59,5
4,60,5
4,61,13
4,63,25
4,64,1
4,65,12
4,66,66
4,67,22
4,68,2
4,69,32
4,70,17
4,71,5
4,72,2
4,73,5
4,74,7
4,75,16
4,76,32
4,78,1
4,79,3
4,80,25
4,82,0
4,83,10
4,84,5
4,85,50
4,86,51
4,87,4
4,88,31
4,89,12
4,91,3
4,92,8
4,93,0
4,94,8
4,95,18
4,96,1
4,97,4
4,98,1
4,99,18
4,101,7
4,102,3
4,103,14
4,104,0
4,105,16
4,106,11
4,107,4
4,108,3
4,109,6
4,113,1
4,114,3
4,116,2
4,117,0
4,119,0
4,121,2
4,213,1
4,238,9
4,249,2
4,250,1
4,272,2
4,276,2
5,-2,1000
5,-1,30045
5,1,0
5,2,1
5,3,69
5,4,1
5,5,6294
5,6,4
5,7,8
5,8,2
5,9,18
5,10,50
5,11,1
5,12,8
5,13,36
5,14,14
5,15,51
5,16,45
5,17,67
5,18,5
5,19,23
5,20,39
5,21,56
5,22,28
5,23,124
5,24,148
5,25,61
5,26,33
5,27,60
5,28,151
5,29,21
5,30,167
5,31,84
5,32,290
5,33,37
5,34,23
5,35,3
5,36,44
5,37,669
5,38,20
5,39,273
5,40,35
5,41,49
5,42,1118
5,43,304
5,44,764
5,45,4
5,46,29
5,47,62
5,48,426
5,49,79
5,50,433
5,51,9
5,52,23
5,53,643
5,54,25
5,55,793
5,56,95
5,57,39
5,58,21
5,59,27
5,60,52
5,61,178
5,62,19
5,63,182
5,64,38
5,65,17
5,66,960
5,67,229
5,68,21
5,69,376
5,70,139
5,71,97
5,72,20
5,73,22
5,74,140
5,75,44
5,76,315
5,77,5
5,78,17
5,79,6
5,80,389
5,81,1
5,82,20
5,83,66
5,84,53
5,85,506
5,86,264
5,87,40
5,88,301
5,89,74
5,90,15
5,91,25
5,92,86
5,93,20
5,94,42
5,95,65
5,96,16
5,97,15
5,98,14
5,99,124
5,100,10
5,101,11
5,102,3
5,103,59
5,104,10
5,105,59
5,106,102
5,107,24
5,108,11
5,109,52
5,110,16
5,111,1
5,112,17
5,113,8
5,114,23
5,115,5
5,116,19
5,117,3
5,118,14
5,119,18
5,120,2
5,121,1
5,122,1
5,123,3
5,125,2
5,198,3
5,213,1
5,216,7
5,219,3
5,227,5
5,228,4
5,232,0
5,235,7
5,238,45
5,246,0
5,247,1
5,249,44
5,250,0
5,271,4
5,272,4
5,276,1
6,-2,2655
6,-1,18431
6,1,736
6,2,383
6,3,8
6,4,766
6,5,37
6,6,3566
6,8,1129
6,9,0
6,10,12
6,12,28
6,13,13
6,14,14
6,15,6
6,16,6
6,17,6
6,18,0
6,19,0
6,20,12
6,21,29
6,22,20
6,23,21
6,24,30
6,25,16
6,26,0
6,27,26
6,28,64
6,29,9
6,30,19
6,31,11
6,32,45
6,33,28
6,34,2
6,35,2
6,36,3
6,37,13
6,38,2
6,39,41
6,40,14
6,41,3
6,42,30
6,43,17
6,44,80
6,45,5
6,46,12
6,47,6
6,48,17
6,49,2
6,50,38
6,51,1
6,52,6
6,53,18
6,54,12
6,55,20
6,56,11
6,57,2
6,58,2
6,59,4
6,60,10
6,61,15
6,62,1
6,63,15
6,64,4
6,65,4
6,66,88
6,67,9
6,68,0
6,69,24
6,70,17
6,71,10
6,72,2
6,73,0
6,74,29
6,75,4
6,76,33
6,77,2
6,79,0
6,80,34
6,81,0
6,82,5
6,83,19
6,84,0
6,85,55
6,86,49
6,87,7
6,88,43
6,89,22
6,90,2
6,91,0
6,92,19
6,93,1
6,94,6
6,95,2
6,96,1
6,97,7
6,98,1
6,99,20
6,100,1
6,102,2
6,103,13
6,105,16
6,106,11
6,107,2
6,108,4
6,109,7
6,110,2
6,113,1
6,114,11
6,115,7
6,117,0
6,119,1
6,122,3
6,125,1
6,228,1
6,238,13
6,247,0
6,249,11
6,272,5
7,-2,341
7,-1,13450
7,3,27
7,4,5
7,5,12
7,7,2304
7,8,0
7,9,9
7,10,15
7,11,143
7,12,0
7,13,4
7,14,1
7,15,16
7,16,1
7,17,48
7,18,96
7,19,26
7,20,0
7,21,6
7,22,3
7,23,4
7,24,15
7,25,117
7,26,68
7,27,2
7,28,10
7,29,10
7,30,11
7,31,42
7,32,5
7,33,5
7,34,26
7,35,5
7,36,46
7,37,7
7,38,27
7,39,58
7,41,26
7,42,28
7,43,6
7,44,62
7,45,1
7,46,7
7,47,18
7,48,14
7,49,44
7,50,59
7,51,2
7,52,1
7,53,15
7,54,1
7,55,14
7,56,23
7,57,7
7,58,3
7,59,14
7,60,5
7,61,23
7,62,13
7,63,6
7,64,2
7,65,1
7,66,78
7,67,40
7,68,8
7,69,41
7,70,12
7,71,19
7,72,3
7,74,7
7,75,1
7,76,30
7,77,4
7,78,2
7,79,1
7,80,38
7,81,5
7,82,0
7,83,18
7,84,13
7,85,65
7,86,33
7,87,0
7,88,31
7,89,1
7,90,7
7,91,1
7,92,13
7,93,5
7,94,11
7,95,10
7,96,0
7,97,5
7,98,1
7,99,15
7,100,3
7,101,1
7,103,9
7,104,0
7,105,6
7,106,22
7,107,4
7,108,2
7,109,9
7,110,3
7,111,0
7,112,0
7,113,0
7,114,3
7,115,3
7,116,2
7,117,2
7,118,1
7,119,9
7,120,0
7,121,0
7,122,2
7,125,2
7,187,3
7,197,17
7,198,2
7,213,784
7,216,2
7,219,2
7,227,319
7,228,16
7,232,75
7,235,2
7,238,54
7,246,51
7,247,3
7,249,464
7,250,20
7,264,4
7,271,3
7,272,23
7,276,4
8,-2,1943
8,-1,15158
8,1,348
8,2,281
8,3,6
8,4,674
8,5,31
8,6,1172
8,8,2514
8,9,0
8,10,7
8,11,2
8,12,37
8,13,10
8,14,6
8,15,12
8,16,4
8,17,7
8,18,1
8,20,16
8,21,9
8,22,8
8,23,17
8,24,10
8,25,15
8,26,2
8,27,12
8,28,39
8,29,2
8,30,10
8,31,6
8,32,26
8,33,11
8,34,2
8,36,2
8,37,13
8,38,2
8,39,20
8,40,14
8,41,2
8,42,36
8,43,16
8,44,40
8,45,3
8,46,6
8,47,3
8,48,13
8,49,6
8,50,21
8,52,7
8,53,22
8,54,6
8,55,14
8,56,5
8,57,7
8,58,1
8,59,2
8,60,2
8,61,12
8,63,13
8,64,3
8,65,6
8,66,57
8,67,12
8,68,0
8,69,30
8,70,16
8,71,12
8,72,5
8,73,0
8,74,17
8,75,5
8,76,23
8,77,1
8,80,44
8,81,2
8,82,3
8,83,6
8,84,0
8,85,29
8,86,46
8,87,3
8,88,31
8,89,13
8,90,0
8,91,0
8,92,1
8,93,7
8,94,8
8,95,13
8,96,0
8,97,0
8,98,0
8,99,7
8,100,1
8,102,1
8,103,8
8,105,9
8,106,5
8,108,6
8,109,4
8,113,4
8,114,1
8,115,0
8,116,10
8,117,0
8,122,5
8,125,1
8,227,0
8,232,1
8,238,0
8,249,6
8,272,0
9,-2,700
9,-1,25856
9,1,1
9,3,79
9,4,1
9,5,101
9,6,3
9,7,9
9,8,2
9,9,3512
9,10,62
9,11,17
9,12,3
9,13,11
9,14,0
9,15,53
9,16,27
9,17,89
9,18,24
9,19,43
9,20,23
9,21,11
9,22,16
9,23,41
9,24,91
9,25,147
9,26,147
9,27,15
9,28,66
9,29,41
9,30,55
9,31,627
9,32,60
9,33,11
9,34,392
9,35,9
9,36,726
9,37,32
9,38,84
9,39,377
9,40,20
9,41,213
9,42,145
9,43,24
9,44,661
9,45,3
9,46,8
9,47,735
9,48,42
9,49,604
9,50,596
9,51,10
9,52,15
9,53,176
9,54,7
9,55,83
9,56,569
9,57,69
9,58,10
9,59,18
9,60,49
9,61,168
9,62,22
9,63,102
9,64,53
9,65,13
9,66,676
9,67,401
9,68,78
9,69,436
9,70,78
9,71,240
9,72,23
9,73,6
9,74,69
9,75,74
9,76,250
9,77,3
9,78,32
9,79,5
9,80,484
9,81,5
9,82,20
9,83,103
9,84,45
9,85,476
9,86,261
9,87,16
9,88,285
9,89,43
9,90,16
9,91,12
9,92,74
9,93,50
9,94,68
9,95,108
9,96,11
9,97,24
9,98,8
9,99,147
9,100,21
9,101,13
9,102,7
9,103,77
9,104,4
9,105,54
9,106,87
9,107,34
9,108,36
9,109,57
9,110,0
9,111,0
9,112,20
9,113,5
9,114,35
9,115,6
9,116,19
9,117,5
9,118,21
9,119,11
9,120,7
9,121,3
9,122,2
9,125,0
9,187,3
9,197,3
9,198,3
9,213,7
9,216,8
9,219,7
9,227,7
9,228,16
9,232,0
9,235,14
9,238,93
9,242,3
9,246,6
9,247,4
9,248,4
9,249,147
9,250,3
9,264,1
9,271,3
9,272,68
9,276,4
10,-2,5306
10,-1,69097
10,1,1
10,2,0
10,3,1039
10,4,9
10,5,250
10,6,2
10,7,20
10,8,2
10,9,37
10,10,10706
10,11,45
10,12,4
10,13,130
10,14,12
10,15,1120
10,16,388
10,17,1742
10,18,65
10,19,30
10,20,80
10,21,86
10,22,40
10,23,230
10,24,462
10,25,763
10,26,135
10,27,46
10,28,131
10,29,456
10,30,192
10,31,410
10,32,111
10,33,25
10,34,88
10,35,17
10,36,99
10,37,111
10,38,40
10,39,1011
10,40,44
10,41,99
10,42,498
10,43,53
10,44,1434
10,45,27
10,46,14
10,47,117
10,48,107
10,49,187
10,50,804
10,51,20
10,52,15
10,53,298
10,54,11
10,55,163
10,56,166
10,57,47
10,58,12
10,59,50
10,60,62
10,61,377
10,62,45
10,63,189
10,64,41
10,65,25
10,66,1291
10,67,448
10,68,57
10,69,635
10,70,136
10,71,234
10,72,16
10,73,12
10,74,198
10,75,106
10,76,398
10,77,22
10,78,36
10,79,8
10,80,618
10,81,10
10,82,15
10,83,108
10,84,60
10,85,839
10,86,398
10,87,17
10,88,455
10,89,118
10,90,23
10,91,15
10,92,139
10,93,24
10,94,100
10,95,139
10,96,8
10,97,43
10,98,40
10,99,270
10,100,23
10,101,16
10,102,13
10,103,130
10,104,16
10,105,127
10,106,177
10,107,33
10,108,57
10,109,78
10,110,1
10,111,6
10,112,35
10,113,18
10,114,55
10,115,14
10,116,37
10,117,22
10,118,12
10,119,16
10,120,19
10,121,11
10,122,9
10,123,3
10,125,6
10,187,2
10,197,9
10,198,6
10,213,9
10,216,7
10,219,8
10,227,12
10,228,9
10,232,0
10,235,5
10,238,64
10,246,15
10,247,3
10,248,0
10,249,174
10,250,1
10,264,2
10,271,3
10,272,56
10,276,10
11,-2,1366
11,-1,36949
11,1,1
11,2,1
11,3,185
11,4,0
11,5,81
11,6,1
11,7,236
11,9,57
11,10,179
11,11,5131
11,12,1
11,13,21
11,14,0
11,15,74
11,16,53
11,17,249
11,18,1140
11,19,85
11,20,33
11,21,22
11,22,11
11,23,67
11,24,73
11,25,786
11,26,353
11,27,21
11,28,81
11,29,104
11,30,84
11,31,330
11,32,63
11,33,10
11,34,132
11,35,18
11,36,162
11,37,54
11,38,93
11,39,428
11,40,11
11,41,165
11,42,201
11,43,24
11,44,575
11,45,6
11,46,9
11,47,139
11,48,47
11,49,161
11,50,426
11,51,14
11,52,7
11,53,150
11,54,15
11,55,87
11,56,139
11,57,43
11,58,5
11,59,40
11,60,35
11,61,120
11,62,32
11,63,96
11,64,32
11,65,11
11,66,571
11,67,224
11,68,48
11,69,337
11,70,81
11,71,126
11,72,19
11,73,4
11,74,108
11,75,57
11,76,221
11,77,25
11,78,15
11,79,1
11,80,343
11,81,9
11,82,12
11,83,68
11,84,30
11,85,402
11,86,244
11,87,21
11,88,253
11,89,61
11,90,14
11,91,7
11,92,102
11,93,25
11,94,80
11,95,90
11,96,7
11,97,20
11,98,20
11,99,136
11,100,22
11,101,12
11,102,4
11,103,80
11,104,15
11,105,72
11,106,75
11,107,32
11,108,32
11,109,46
11,110,4
11,111,4
11,112,28
11,113,5
11,114,21
11,115,3
11,116,28
11,117,5
11,118,15
11,119,11
11,120,12
11,121,9
11,122,0
11,123,1
11,125,1
11,187,2
11,197,25
11,198,5
11,213,640
11,216,1
11,219,9
11,227,104
11,228,35
11,232,16
11,235,21
11,238,180
11,246,26
11,247,17
11,249,1328
11,250,27
11,264,8
11,271,0
11,272,91
11,276,6
12,-2,2325
12,-1,13004
12,1,15
12,2,10
12,3,22
12,4,10
12,5,52
12,6,10
12,7,2
12,8,13
12,9,2
12,10,25
12,11,0
12,12,1222
12,13,18
12,14,140
12,15,8
12,16,18
12,17,12
12,18,6
12,19,2
12,20,33
12,21,52
12,22,24
12,23,35
12,24,27
12,25,14
12,26,4
12,27,69
12,28,80
12,29,12
12,30,46
12,31,21
12,32,66
12,33,14
12,34,2
12,35,2
12,36,10
12,37,42
12,38,9
12,39,41
12,40,21
12,41,10
12,42,101
12,43,34
12,44,116
12,45,4
12,46,10
12,47,14
12,48,33
12,49,19
12,50,128
12,52,7
12,53,42
12,54,9
12,55,25
12,56,10
12,57,1
12,58,10
12,59,2
12,60,24
12,61,30
12,62,2
12,63,47
12,64,4
12,65,5
12,66,143
12,67,40
12,68,6
12,69,45
12,70,33
12,71,29
12,72,7
12,73,8
12,74,32
12,75,14
12,76,67
12,77,2
12,78,4
12,79,2
12,80,67
12,81,3
12,82,6
12,83,21
12,84,3
12,85,146
12,86,91
12,87,4
12,88,62
12,89,26
12,90,0
12,91,9
12,92,32
12,93,1
12,94,12
12,95,15
12,96,7
12,97,14
12,98,10
12,99,37
12,100,3
12,101,5
12,102,5
12,103,21
12,104,4
12,105,16
12,106,14
12,107,6
12,108,0
12,109,13
12,110,2
12,111,1
12,112,2
12,113,0
12,114,9
12,115,2
12,116,8
12,117,0
12,119,2
12,120,1
12,122,1
12,125,1
12,187,1
12,213,0
12,227,2
12,238,15
12,249,6
12,271,2
12,272,6
13,-2,6557
13,-1,75789
13,1,24
13,2,36
13,3,403
13,4,17
13,5,350
13,6,14
13,7,8
13,8,19
13,9,34
13,10,436
13,11,20
13,12,29
13,13,10863
13,14,90
13,15,390
13,16,740
13,17,380
13,18,39
13,19,15
13,20,1079
13,21,697
13,22,85
13,23,1071
13,24,429
13,25,323
13,26,86
13,27,144
13,28,236
13,29,132
13,30,410
13,31,235
13,32,256
13,33,96
13,34,51
13,35,5
13,36,100
13,37,180
13,38,41
13,39,782
13,40,111
13,41,94
13,42,723
13,43,100
13,44,1422
13,45,43
13,46,31
13,47,104
13,48,155
13,49,181
13,50,746
13,51,21
13,52,37
13,53,440
13,54,50
13,55,224
13,56,182
13,57,36
13,58,30
13,59,45
13,60,93
13,61,361
13,62,54
13,63,243
13,64,43
13,65,31
13,66,1421
13,67,446
13,68,68
13,69,601
13,70,195
13,71,220
13,72,49
13,73,22
13,74,261
13,75,87
13,76,477
13,77,30
13,78,72
13,79,34
13,80,698
13,81,22
13,82,28
13,83,148
13,84,73
13,85,929
13,86,524
13,87,58
13,88,532
13,89,114
13,90,16
13,91,18
13,92,187
13,93,55
13,94,105
13,95,187
13,96,22
13,97,46
13,98,34
13,99,306
13,100,7
13,101,44
13,102,20
13,103,192
13,104,12
13,105,131
13,106,205
13,107,31
13,108,68
13,109,114
13,110,12
13,111,6
13,112,53
13,113,40
13,114,54
13,115,8
13,116,50
13,117,15
13,118,27
13,119,32
13,120,13
13,121,14
13,122,7
13,123,4
13,125,7
13,187,9
13,198,10
13,213,14
13,216,0
13,219,0
13,227,11
13,228,12
13,232,3
13,235,1
13,238,90
13,246,0
13,247,4
13,249,111
13,250,11
13,264,9
13,271,7
13,272,34
13,276,8
14,-2,3730
14,-1,26849
14,1,13
14,2,11
14,3,39
14,4,3
14,5,100
14,6,10
14,7,2
14,8,6
14,9,10
14,10,49
14,11,3
14,12,128
14,13,63
14,14,2826
14,15,47
14,16,79
14,17,49
14,18,11
14,19,3
14,20,139
14,21,254
14,22,42
14,23,200
14,24,113
14,25,42
14,26,20
14,27,93
14,28,85
14,29,7
14,30,124
14,31,45
14,32,116
14,33,34
14,34,20
14,35,5
14,36,29
14,37,43
14,38,14
14,39,152
14,40,28
14,41,25
14,42,184
14,43,53
14,44,322
14,45,19
14,46,9
14,47,24
14,48,55
14,49,46
14,50,146
14,51,1
14,52,15
14,53,137
14,54,28
14,55,55
14,56,43
14,57,6
14,58,13
14,59,19
14,60,40
14,61,72
14,62,9
14,63,63
14,64,5
14,65,8
14,66,292
14,67,115
14,68,16
14,69,177
14,70,28
14,71,62
14,72,18
14,73,12
14,74,70
14,75,22
14,76,124
14,77,0
14,78,7
14,79,3
14,80,172
14,81,4
14,82,15
14,83,32
14,84,12
14,85,216
14,86,136
14,87,10
14,88,146
14,89,42
14,90,0
14,91,14
14,92,34
14,93,25
14,94,24
14,95,32
14,96,9
14,97,11
14,98,7
14,99,60
14,100,1
14,101,6
14,102,14
14,103,31
14,104,2
14,105,37
14,106,29
14,107,3
14,108,12
14,109,31
14,110,1
14,111,0
14,112,9
14,113,7
14,114,6
14,115,2
14,116,9
14,117,4
14,118,1
14,119,9
14,120,13
14,121,7
14,122,2
14,123,0
14,125,1
14,227,5
14,228,2
14,232,0
14,238,31
14,242,2
14,249,36
14,264,1
14,272,5
14,276,5
15,-2,1091
15,-1,28687
15,1,1
15,3,390
15,4,1
15,5,113
15,7,4
15,8,0
15,9,31
15,10,940
15,11,5
15,12,1
15,13,52
15,14,4
15,15,4817
15,16,209
15,17,329
15,18,11
15,19,8
15,20,45
15,21,37
15,22,14
15,23,81
15,24,427
15,25,215
15,26,42
15,27,33
15,28,60
15,29,110
15,30,92
15,31,159
15,32,66
15,33,5
15,34,39
15,35,9
15,36,59
15,37,82
15,38,17
15,39,466
15,40,11
15,41,60
15,42,302
15,43,25
15,44,638
15,45,2
15,46,9
15,47,44
15,48,62
15,49,80
15,50,350
15,51,5
15,52,10
15,53,160
15,54,3
15,55,64
15,56,92
